               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.040787,            0.022381,                   0,             0.83193,             0.99047,                0.94,             0.58969,            0.034576,            0.011868,                   0,          0.00090024,          0.00090024,               0.086
                 150,            0.039688,            0.015435,                   0,             0.62479,                   1,             0.87497,              0.5534,            0.041259,            0.011253,                   0,              0.0009,              0.0009,              0.0859
                 151,            0.039793,            0.011698,                   0,              0.6243,                   1,             0.84562,             0.45962,             0.03494,            0.012147,                   0,          0.00089968,          0.00089968,              0.0858
                 152,            0.043898,            0.017168,                   0,             0.76364,             0.86667,             0.89175,             0.40002,            0.038605,             0.01202,                   0,          0.00089927,          0.00089927,            0.085699
                 153,             0.03977,             0.01544,                   0,             0.92813,             0.86667,             0.95516,             0.65092,            0.038897,             0.01158,                   0,          0.00089878,          0.00089878,            0.085599
                 154,            0.038655,            0.016366,                   0,             0.90699,             0.66667,             0.84711,             0.50503,            0.040679,            0.011226,                   0,           0.0008982,           0.0008982,            0.085498
                 155,            0.043997,            0.012858,                   0,             0.99952,             0.86667,             0.97625,             0.63338,            0.033095,            0.011513,                   0,          0.00089755,          0.00089755,            0.085398
                 156,            0.037807,            0.014902,                   0,                   1,             0.66575,              0.8661,             0.51934,            0.037288,            0.011481,                   0,          0.00089682,          0.00089682,            0.085297
                 157,            0.044196,            0.015372,                   0,             0.99927,                 0.6,              0.8518,              0.4168,            0.037475,            0.011373,                   0,          0.00089601,          0.00089601,            0.085196
                 158,            0.042196,            0.013047,                   0,             0.92292,             0.79839,             0.93918,             0.74385,            0.033125,            0.011262,                   0,          0.00089512,          0.00089512,            0.085095
                 159,            0.032423,           0.0092762,                   0,             0.76399,             0.86667,              0.9067,             0.65846,            0.036168,            0.010919,                   0,          0.00089415,          0.00089415,            0.084994
                 160,            0.039938,            0.015433,                   0,             0.92856,             0.86647,             0.95573,             0.51068,            0.035132,            0.011034,                   0,           0.0008931,           0.0008931,            0.084893
                 161,            0.042023,            0.016228,                   0,             0.68182,                   1,              0.8933,             0.54293,            0.034176,            0.010804,                   0,          0.00089198,          0.00089198,            0.084792
                 162,            0.039761,            0.012572,                   0,             0.99908,             0.66667,             0.81738,              0.3925,            0.039177,             0.01075,                   0,          0.00089078,          0.00089078,            0.084691
                 163,            0.042548,            0.010491,                   0,             0.82321,             0.93333,             0.94448,             0.68389,            0.034447,            0.010816,                   0,          0.00088951,          0.00088951,             0.08459
                 164,            0.040378,            0.013104,                   0,             0.99944,             0.66667,             0.85257,             0.50847,             0.03852,            0.010691,                   0,          0.00088817,          0.00088817,            0.084488
                 165,            0.043449,            0.015618,                   0,             0.93329,             0.93275,             0.98033,             0.65608,            0.031487,            0.010721,                   0,          0.00088675,          0.00088675,            0.084387
                 166,            0.036871,           0.0086604,                   0,             0.99944,             0.66667,             0.88418,             0.51603,            0.038207,            0.010552,                   0,          0.00088527,          0.00088527,            0.084285
                 167,             0.04112,            0.014466,                   0,              0.9966,             0.66667,             0.89768,             0.65283,            0.035189,            0.010587,                   0,          0.00088371,          0.00088371,            0.084184
                 168,            0.040549,             0.01828,                   0,             0.99882,             0.66667,             0.88801,             0.41815,            0.035381,            0.010686,                   0,          0.00088208,          0.00088208,            0.084082
                 169,            0.034125,            0.013898,                   0,             0.92799,             0.86667,             0.95944,             0.65378,            0.033568,            0.010543,                   0,          0.00088038,          0.00088038,             0.08398
                 170,            0.044199,            0.013868,                   0,                   1,             0.86642,             0.96444,             0.59146,            0.041099,            0.011048,                   0,          0.00087862,          0.00087862,            0.083879
                 171,            0.039076,            0.013303,                   0,              0.8569,             0.79855,             0.89887,              0.4213,            0.034361,            0.011862,                   0,          0.00087679,          0.00087679,            0.083777
                 172,             0.03534,            0.016197,                   0,             0.77686,             0.93333,             0.91885,             0.66424,            0.038925,            0.011433,                   0,          0.00087489,          0.00087489,            0.083675
                 173,            0.038159,            0.011655,                   0,             0.93745,             0.99914,             0.99125,             0.67721,            0.031956,            0.011536,                   0,          0.00087293,          0.00087293,            0.083573
                 174,            0.027014,            0.010037,                   0,             0.79975,             0.79882,             0.87845,             0.71243,            0.036494,            0.011145,                   0,          0.00087091,          0.00087091,            0.083471
                 175,            0.039198,            0.013319,                   0,                   1,             0.79956,             0.92972,             0.43597,             0.03337,             0.01111,                   0,          0.00086883,          0.00086883,            0.083369
                 176,            0.029787,            0.010319,                   0,             0.92832,             0.86667,             0.96502,             0.72021,            0.035482,             0.01084,                   0,          0.00086668,          0.00086668,            0.083267
                 177,            0.040056,            0.013081,                   0,             0.99947,             0.86667,             0.97002,             0.51043,            0.034881,            0.011043,                   0,          0.00086447,          0.00086447,            0.083164
                 178,             0.03653,           0.0090721,                   0,             0.87457,             0.93333,             0.96862,             0.72775,            0.034234,            0.010978,                   0,          0.00086221,          0.00086221,            0.083062
                 179,            0.035118,            0.013745,                   0,             0.92768,             0.86667,             0.94991,             0.48995,            0.038502,            0.010777,                   0,          0.00085989,          0.00085989,             0.08296
                 180,            0.045029,            0.011271,                   0,             0.99999,                   1,               0.995,              0.7689,            0.029634,            0.011043,                   0,          0.00085751,          0.00085751,            0.082858
                 181,             0.02575,              0.0104,                   0,             0.86659,             0.86667,             0.94317,             0.45246,            0.030376,            0.011183,                   0,          0.00085507,          0.00085507,            0.082755
                 182,            0.032761,            0.015488,                   0,                   1,             0.86601,             0.96444,             0.62641,            0.030013,            0.011234,                   0,          0.00085259,          0.00085259,            0.082653
                 183,            0.032285,            0.014977,                   0,             0.92256,                 0.8,             0.90088,             0.39614,            0.040466,            0.010943,                   0,          0.00085004,          0.00085004,             0.08255
                 184,            0.044062,            0.016878,                   0,             0.93726,                   1,             0.98688,             0.67051,             0.03129,            0.010682,                   0,          0.00084745,          0.00084745,            0.082447
                 185,            0.031391,            0.011459,                   0,              0.9333,             0.93292,             0.98033,             0.54774,            0.031354,            0.010864,                   0,          0.00084481,          0.00084481,            0.082345
                 186,            0.041672,            0.011279,                   0,             0.92849,             0.86562,             0.95335,             0.70133,             0.03218,            0.010571,                   0,          0.00084212,          0.00084212,            0.082242
                 187,            0.033638,            0.016455,                   0,             0.87495,             0.93296,             0.95933,             0.46277,             0.03275,            0.010701,                   0,          0.00083938,          0.00083938,            0.082139
                 188,            0.033358,             0.01531,                   0,             0.92463,             0.86667,             0.95535,              0.6294,            0.033843,            0.010537,                   0,          0.00083659,          0.00083659,            0.082037
                 189,            0.037327,            0.012908,                   0,             0.92277,                 0.8,             0.93545,             0.56363,             0.03484,            0.010525,                   0,          0.00083376,          0.00083376,            0.081934
                 190,            0.038869,            0.011469,                   0,             0.91337,             0.73333,             0.89767,             0.55865,            0.033801,            0.010419,                   0,          0.00083088,          0.00083088,            0.081831
                 191,            0.038183,            0.012435,                   0,             0.99998,                   1,               0.995,             0.61005,            0.035336,            0.010524,                   0,          0.00082796,          0.00082796,            0.081728
                 192,            0.038355,            0.014669,                   0,                   1,             0.99978,               0.995,             0.77085,            0.030714,             0.01027,                   0,            0.000825,            0.000825,            0.081625
                 193,            0.031226,            0.011888,                   0,             0.99983,                   1,               0.995,             0.57683,            0.033431,            0.010415,                   0,            0.000822,            0.000822,            0.081522
                 194,            0.037047,             0.01297,                   0,                   1,             0.99934,               0.995,             0.64739,            0.033379,            0.010232,                   0,          0.00081896,          0.00081896,            0.081419
                 195,            0.036274,            0.010944,                   0,                   1,             0.99985,               0.995,             0.74261,            0.028137,            0.010544,                   0,          0.00081589,          0.00081589,            0.081316
                 196,            0.029691,            0.016075,                   0,             0.93749,             0.99985,              0.9825,             0.63961,            0.033853,            0.010259,                   0,          0.00081278,          0.00081278,            0.081213
                 197,            0.036643,            0.016193,                   0,                   1,             0.99991,               0.995,             0.54093,            0.035221,           0.0098953,                   0,          0.00080963,          0.00080963,             0.08111
                 198,            0.036447,            0.012333,                   0,             0.93746,             0.99943,             0.98688,             0.77183,            0.027516,           0.0098319,                   0,          0.00080645,          0.00080645,            0.081006
                 199,            0.029669,            0.013796,                   0,                   1,             0.93297,             0.98794,             0.70532,            0.031249,           0.0094556,                   0,          0.00080324,          0.00080324,            0.080903
                 200,            0.032195,            0.010684,                   0,              0.9995,                   1,               0.995,              0.6128,            0.035967,           0.0093241,                   0,              0.0008,              0.0008,              0.0808
                 201,            0.039785,             0.01272,                   0,             0.93746,             0.99942,             0.99125,             0.53784,            0.034797,           0.0091108,                   0,          0.00079673,          0.00079673,            0.080697
                 202,            0.041675,            0.014789,                   0,             0.88234,             0.99986,             0.97861,             0.69315,            0.034469,           0.0089958,                   0,          0.00079343,          0.00079343,            0.080593
                 203,            0.037048,            0.011841,                   0,             0.99897,                 0.8,             0.94436,             0.54265,            0.031943,           0.0093553,                   0,          0.00079011,          0.00079011,             0.08049
                 204,            0.035018,            0.012912,                   0,             0.87462,             0.93333,             0.96625,             0.71784,            0.029327,            0.009545,                   0,          0.00078677,          0.00078677,            0.080387
                 205,            0.033092,            0.012983,                   0,             0.93748,             0.99972,             0.98688,              0.7308,            0.027106,           0.0092541,                   0,           0.0007834,           0.0007834,            0.080283
                 206,            0.033568,            0.014291,                   0,             0.91993,                 0.8,             0.92392,             0.61568,            0.033856,           0.0091342,                   0,          0.00078001,          0.00078001,             0.08018
                 207,            0.037356,            0.011632,                   0,             0.88231,             0.99959,             0.98327,             0.62221,            0.028869,           0.0091858,                   0,          0.00077659,          0.00077659,            0.080077
                 208,            0.041129,            0.012929,                   0,             0.93738,                   1,             0.98688,             0.70058,            0.030318,           0.0089973,                   0,          0.00077317,          0.00077317,            0.079973
                 209,            0.031935,            0.013969,                   0,             0.88231,              0.9996,             0.98327,             0.61788,            0.028838,           0.0090809,                   0,          0.00076972,          0.00076972,             0.07987
                 210,            0.033902,            0.013447,                   0,             0.99986,                   1,               0.995,             0.71196,            0.029282,           0.0090673,                   0,          0.00076626,          0.00076626,            0.079766
                 211,            0.033042,            0.013692,                   0,             0.92827,             0.86667,             0.96502,             0.62088,             0.03014,            0.009054,                   0,          0.00076279,          0.00076279,            0.079663
                 212,            0.044318,            0.012743,                   0,             0.99982,                   1,               0.995,             0.70551,            0.027603,           0.0090507,                   0,           0.0007593,           0.0007593,            0.079559
                 213,            0.030877,            0.013766,                   0,             0.83331,                   1,             0.97125,             0.59928,            0.032186,           0.0089545,                   0,           0.0007558,           0.0007558,            0.079456
                 214,            0.034963,            0.012209,                   0,             0.93729,                   1,              0.9825,             0.64559,            0.029871,           0.0089126,                   0,           0.0007523,           0.0007523,            0.079352
                 215,            0.031093,            0.012904,                   0,             0.93747,             0.99947,             0.99125,             0.67294,            0.030653,           0.0087996,                   0,          0.00074878,          0.00074878,            0.079249
                 216,            0.032092,           0.0099967,                   0,             0.88221,                   1,             0.97042,             0.75364,            0.029014,           0.0087922,                   0,          0.00074527,          0.00074527,            0.079145
                 217,            0.029708,            0.011176,                   0,             0.93725,                   1,             0.99125,             0.69703,            0.026753,           0.0087245,                   0,          0.00074174,          0.00074174,            0.079042
                 218,            0.027561,           0.0089085,                   0,             0.86559,             0.86667,             0.94549,             0.72073,            0.032103,            0.008622,                   0,          0.00073822,          0.00073822,            0.078938
                 219,            0.036333,            0.017018,                   0,                   1,             0.93326,               0.985,             0.59684,              0.0294,           0.0085955,                   0,          0.00073469,          0.00073469,            0.078835
                 220,            0.029839,            0.011822,                   0,             0.92833,             0.86667,             0.95944,             0.74018,            0.030972,           0.0085183,                   0,          0.00073117,          0.00073117,            0.078731
                 221,            0.031656,            0.013558,                   0,             0.93746,              0.9994,             0.99125,             0.64434,            0.029629,            0.008566,                   0,          0.00072764,          0.00072764,            0.078628
                 222,            0.036367,           0.0083394,                   0,             0.99991,                   1,               0.995,             0.80012,            0.028186,           0.0084762,                   0,          0.00072412,          0.00072412,            0.078524
                 223,            0.029407,             0.01092,                   0,             0.99912,             0.86667,             0.97625,             0.63323,            0.030298,            0.008449,                   0,          0.00072061,          0.00072061,            0.078421
                 224,            0.034867,            0.010986,                   0,             0.88235,             0.99994,             0.98327,             0.79962,            0.029079,           0.0085566,                   0,           0.0007171,           0.0007171,            0.078317
                 225,            0.038829,            0.013437,                   0,             0.99998,                   1,               0.995,             0.66221,            0.030525,           0.0084335,                   0,           0.0007136,           0.0007136,            0.078214
                 226,            0.031877,            0.015326,                   0,              0.9996,                   1,               0.995,             0.74416,            0.029441,           0.0084236,                   0,          0.00071012,          0.00071012,             0.07811
                 227,            0.034723,           0.0096484,                   0,             0.99995,                   1,               0.995,             0.69086,             0.02762,           0.0084403,                   0,          0.00070664,          0.00070664,            0.078007
                 228,            0.034969,            0.012687,                   0,             0.99989,                   1,               0.995,             0.67933,            0.030192,           0.0083396,                   0,          0.00070318,          0.00070318,            0.077903
                 229,            0.033218,            0.013182,                   0,              0.9999,                   1,               0.995,             0.62573,            0.029632,           0.0084509,                   0,          0.00069974,          0.00069974,              0.0778
                 230,            0.029836,            0.008726,                   0,             0.88227,                   1,             0.98327,             0.76642,              0.0299,           0.0082737,                   0,          0.00069631,          0.00069631,            0.077696
                 231,            0.038461,            0.013632,                   0,              0.9999,                   1,               0.995,             0.64226,            0.029386,           0.0083825,                   0,           0.0006929,           0.0006929,            0.077593
                 232,            0.029719,           0.0098239,                   0,                   1,             0.99993,               0.995,             0.79095,            0.023351,           0.0085595,                   0,          0.00068951,          0.00068951,             0.07749
                 233,            0.031847,            0.015489,                   0,             0.93736,                   1,             0.99125,             0.79525,            0.024593,           0.0084975,                   0,          0.00068614,          0.00068614,            0.077386
                 234,            0.030302,            0.010856,                   0,             0.99993,                   1,               0.995,             0.79191,            0.024388,           0.0084154,                   0,           0.0006828,           0.0006828,            0.077283
                 235,            0.026272,            0.010609,                   0,             0.93749,             0.99984,             0.99125,             0.70686,            0.026649,           0.0082866,                   0,          0.00067948,          0.00067948,            0.077179
                 236,             0.03102,            0.012448,                   0,              0.9374,                   1,             0.99125,             0.77687,            0.026875,           0.0081159,                   0,          0.00067619,          0.00067619,            0.077076
                 237,            0.029855,            0.011031,                   0,              0.9998,                   1,               0.995,             0.74476,            0.027173,           0.0081468,                   0,          0.00067293,          0.00067293,            0.076973
                 238,            0.029377,            0.010982,                   0,             0.93746,             0.99939,             0.99125,             0.73712,            0.027956,           0.0080338,                   0,           0.0006697,           0.0006697,             0.07687
                 239,            0.029439,            0.010313,                   0,             0.93744,                   1,             0.97875,             0.73021,            0.027768,           0.0080464,                   0,          0.00066651,          0.00066651,            0.076767
                 240,            0.030004,            0.010501,                   0,             0.93748,              0.9996,             0.99125,             0.59991,            0.029573,           0.0080592,                   0,          0.00066334,          0.00066334,            0.076663
                 241,             0.03204,            0.011369,                   0,             0.99984,                   1,               0.995,             0.68778,            0.025826,           0.0082066,                   0,          0.00066022,          0.00066022,             0.07656
                 242,            0.032555,            0.015569,                   0,             0.99993,                   1,               0.995,             0.74032,            0.031072,           0.0081494,                   0,          0.00065713,          0.00065713,            0.076457
                 243,            0.033158,           0.0088124,                   0,             0.99991,                   1,               0.995,              0.6683,            0.025248,           0.0082348,                   0,          0.00065408,          0.00065408,            0.076354
                 244,            0.033343,            0.011033,                   0,             0.88226,                   1,             0.98327,              0.6309,            0.035137,            0.008073,                   0,          0.00065107,          0.00065107,            0.076251
                 245,            0.040626,            0.012051,                   0,                   1,             0.99999,               0.995,             0.62414,            0.028895,           0.0082827,                   0,           0.0006481,           0.0006481,            0.076148
                 246,            0.037075,           0.0085288,                   0,             0.99999,                   1,               0.995,             0.74791,            0.025519,           0.0081958,                   0,          0.00064518,          0.00064518,            0.076045
                 247,            0.028785,            0.013169,                   0,                   1,             0.99986,               0.995,             0.74075,            0.024416,           0.0082889,                   0,          0.00064231,          0.00064231,            0.075942
                 248,            0.030961,            0.011586,                   0,             0.99995,             0.93333,             0.98794,              0.7027,            0.031433,           0.0081833,                   0,          0.00063948,          0.00063948,            0.075839
                 249,            0.032096,            0.010401,                   0,             0.99996,                   1,               0.995,             0.72796,            0.026671,            0.008194,                   0,           0.0006367,           0.0006367,            0.075737
                 250,            0.030828,           0.0092575,                   0,                   1,                   1,               0.995,              0.7685,            0.025068,           0.0082018,                   0,          0.00063397,          0.00063397,            0.075634
                 251,            0.027281,            0.013146,                   0,                   1,             0.93312,             0.98237,             0.71172,            0.029165,           0.0081445,                   0,           0.0006313,           0.0006313,            0.075531
                 252,            0.034489,            0.014346,                   0,             0.93744,                   1,             0.99125,             0.72515,             0.02553,           0.0080794,                   0,          0.00062868,          0.00062868,            0.075429
                 253,            0.026847,            0.010427,                   0,             0.99965,             0.86667,             0.96765,             0.66309,            0.030758,           0.0080915,                   0,          0.00062612,          0.00062612,            0.075326
                 254,            0.038044,            0.013824,                   0,             0.93739,                   1,             0.99125,             0.79068,            0.022533,           0.0079749,                   0,          0.00062362,          0.00062362,            0.075224
                 255,            0.026856,           0.0098828,                   0,                   1,                   1,               0.995,             0.75788,            0.023828,           0.0079327,                   0,          0.00062117,          0.00062117,            0.075121
                 256,            0.030154,           0.0083785,                   0,             0.93743,                   1,             0.99125,             0.78486,            0.027052,            0.007818,                   0,          0.00061879,          0.00061879,            0.075019
                 257,            0.031626,           0.0093655,                   0,             0.93744,                   1,             0.96187,             0.63174,             0.02867,           0.0079566,                   0,          0.00061647,          0.00061647,            0.074916
                 258,            0.030088,            0.013104,                   0,             0.93736,                   1,             0.99125,             0.75143,            0.024164,           0.0078122,                   0,          0.00061422,          0.00061422,            0.074814
                 259,             0.02844,           0.0097488,                   0,             0.99995,                   1,               0.995,             0.70532,            0.024993,           0.0078167,                   0,          0.00061203,          0.00061203,            0.074712
                 260,            0.022751,            0.010324,                   0,             0.93736,                   1,             0.99125,             0.76478,            0.025255,           0.0077271,                   0,          0.00060991,          0.00060991,             0.07461
                 261,            0.027783,            0.013777,                   0,                   1,             0.99989,               0.995,             0.71314,            0.024112,           0.0077179,                   0,          0.00060786,          0.00060786,            0.074508
                 262,            0.022767,           0.0097388,                   0,             0.93748,                   1,             0.99125,             0.77768,            0.026043,           0.0076476,                   0,          0.00060589,          0.00060589,            0.074406
                 263,            0.026572,            0.010771,                   0,             0.99996,                   1,               0.995,             0.72545,            0.026786,           0.0076871,                   0,          0.00060398,          0.00060398,            0.074304
                 264,            0.030809,            0.010007,                   0,             0.93741,                   1,             0.99125,             0.66349,            0.028416,           0.0076204,                   0,          0.00060216,          0.00060216,            0.074202
                 265,            0.026802,           0.0076242,                   0,             0.99989,                   1,               0.995,             0.78842,            0.024495,           0.0076906,                   0,           0.0006004,           0.0006004,              0.0741
                 266,            0.026817,            0.011463,                   0,             0.99992,                   1,               0.995,              0.8157,            0.023672,            0.007648,                   0,          0.00059873,          0.00059873,            0.073999
                 267,            0.025231,           0.0097644,                   0,             0.99989,                   1,               0.995,             0.73552,            0.030246,           0.0076309,                   0,          0.00059714,          0.00059714,            0.073897
                 268,            0.029829,            0.011458,                   0,                   1,                   1,               0.995,             0.73728,            0.024885,           0.0075266,                   0,          0.00059563,          0.00059563,            0.073796
                 269,            0.031946,           0.0086031,                   0,                   1,             0.99998,               0.995,             0.74569,            0.023594,           0.0075452,                   0,           0.0005942,           0.0005942,            0.073694
                 270,            0.025884,            0.010016,                   0,              0.9999,                   1,               0.995,              0.7312,            0.028183,           0.0075499,                   0,          0.00059286,          0.00059286,            0.073593
                 271,            0.029756,            0.011299,                   0,             0.99986,                   1,               0.995,             0.70291,            0.029449,           0.0076203,                   0,           0.0005916,           0.0005916,            0.073492
                 272,            0.029563,             0.00906,                   0,             0.99988,                   1,               0.995,              0.7729,            0.022927,           0.0075826,                   0,          0.00059044,          0.00059044,             0.07339
                 273,            0.023101,            0.009767,                   0,             0.99988,                   1,               0.995,             0.80275,            0.027628,           0.0075832,                   0,          0.00058936,          0.00058936,            0.073289
                 274,            0.027821,            0.007838,                   0,             0.99998,                   1,               0.995,             0.77453,             0.02395,           0.0076337,                   0,          0.00058837,          0.00058837,            0.073188
                 275,            0.029453,            0.010063,                   0,              0.9999,                   1,               0.995,             0.76805,            0.025655,            0.007596,                   0,          0.00058748,          0.00058748,            0.073087
                 276,            0.033919,           0.0083493,                   0,             0.99999,                   1,               0.995,              0.7252,            0.024985,           0.0076685,                   0,          0.00058668,          0.00058668,            0.072987
                 277,            0.030417,            0.011156,                   0,             0.99993,                   1,               0.995,             0.77082,            0.024693,           0.0075492,                   0,          0.00058598,          0.00058598,            0.072886
                 278,             0.03135,            0.014366,                   0,             0.99988,                   1,               0.995,             0.76354,            0.023863,           0.0074841,                   0,          0.00058538,          0.00058538,            0.072785
                 279,             0.02094,           0.0079368,                   0,             0.93747,                   1,             0.99125,             0.80523,             0.02309,           0.0074241,                   0,          0.00058488,          0.00058488,            0.072685
                 280,             0.03445,           0.0078505,                   0,             0.99992,                   1,               0.995,             0.80089,            0.023153,           0.0073538,                   0,          0.00058447,          0.00058447,            0.072584
                 281,            0.024084,           0.0099832,                   0,                   1,                   1,               0.995,             0.71074,            0.026539,           0.0073595,                   0,          0.00058418,          0.00058418,            0.072484
                 282,            0.026743,           0.0092291,                   0,             0.99993,                   1,               0.995,              0.7682,            0.024592,           0.0073444,                   0,          0.00058398,          0.00058398,            0.072384
                 283,            0.024968,           0.0075469,                   0,             0.99995,                   1,               0.995,             0.77554,            0.022765,           0.0073384,                   0,          0.00058389,          0.00058389,            0.072284
                 284,             0.03279,            0.012147,                   0,                   1,             0.99981,               0.995,              0.7413,            0.024844,           0.0072771,                   0,          0.00058391,          0.00058391,            0.072184
                 285,            0.027768,             0.00966,                   0,             0.99996,                   1,               0.995,             0.72464,            0.023974,           0.0072331,                   0,          0.00058404,          0.00058404,            0.072084
                 286,            0.030103,           0.0086446,                   0,             0.99983,                   1,               0.995,             0.69055,            0.027294,           0.0072668,                   0,          0.00058427,          0.00058427,            0.071984
                 287,            0.037133,           0.0079866,                   0,             0.99989,                   1,               0.995,             0.72355,             0.02355,            0.007232,                   0,          0.00058462,          0.00058462,            0.071885
                 288,            0.028985,           0.0072621,                   0,             0.99991,                   1,               0.995,             0.82352,            0.023932,           0.0072857,                   0,          0.00058508,          0.00058508,            0.071785
                 289,            0.031138,           0.0082612,                   0,             0.99975,                   1,               0.995,             0.72392,            0.023474,           0.0072595,                   0,          0.00058566,          0.00058566,            0.071686
                 290,            0.025459,           0.0089556,                   0,             0.99996,                   1,               0.995,             0.70793,            0.027606,           0.0072929,                   0,          0.00058635,          0.00058635,            0.071586
                 291,            0.030764,            0.011416,                   0,                   1,             0.99965,               0.995,             0.69255,            0.026514,           0.0072139,                   0,          0.00058717,          0.00058717,            0.071487
                 292,            0.032263,            0.010715,                   0,             0.99999,                   1,               0.995,             0.79011,            0.022088,           0.0072206,                   0,           0.0005881,           0.0005881,            0.071388
                 293,            0.022096,           0.0095002,                   0,                   1,             0.99989,               0.995,             0.78931,             0.02487,            0.007108,                   0,          0.00058915,          0.00058915,            0.071289
                 294,            0.027537,           0.0077365,                   0,                   1,             0.99994,               0.995,             0.76504,            0.023319,           0.0071345,                   0,          0.00059032,          0.00059032,             0.07119
                 295,            0.026671,             0.00802,                   0,             0.99989,                   1,               0.995,             0.80549,             0.02521,           0.0070192,                   0,          0.00059162,          0.00059162,            0.071092
                 296,            0.027817,           0.0084859,                   0,                   1,             0.99996,               0.995,             0.76115,            0.024513,           0.0070644,                   0,          0.00059304,          0.00059304,            0.070993
                 297,            0.029797,            0.010132,                   0,             0.99998,                   1,               0.995,             0.69535,            0.024246,           0.0070522,                   0,          0.00059459,          0.00059459,            0.070895
                 298,             0.02086,           0.0076005,                   0,             0.99997,                   1,               0.995,             0.79188,            0.024372,           0.0070541,                   0,          0.00059626,          0.00059626,            0.070796
                 299,             0.03284,            0.011302,                   0,                   1,                   1,               0.995,             0.71942,             0.02249,           0.0070987,                   0,          0.00059807,          0.00059807,            0.070698
